id,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
4346,CERTIFIED,"HORIZON REALTY & INVESTMENTS, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,N,55182,2016,"DORAL, FLORIDA",-80.3553302,25.8195424
4347,CERTIFIED,"ASYLUM MARKETING, LLC",MARKETING MANAGERS,VICE PRESIDENT CREATIVE DIRECTOR,N,68994,2016,"HALLANDALE, FLORIDA",-80.148379,25.9812024
4348,CERTIFIED-WITHDRAWN,"RIOT GAMES, INC.",MARKETING MANAGERS,ECOMMERCE MANAGER,Y,112278,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4349,CERTIFIED,LA COMUNIDAD CORPORATION,MARKETING MANAGERS,SENIOR PROJECT MANAGER,Y,81890,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4350,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PROGRAM MANAGER,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
4351,CERTIFIED,COMMSOURCE LLC,MARKETING MANAGERS,GENERAL MANAGER FOR LATIN AMERICA,Y,123198,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
4352,CERTIFIED,"ULTRA CHEMICAL, INC.",MARKETING MANAGERS,"DIRECTOR, TECHNICAL MARKETING AND SALES",Y,99528,2016,"RED BANK, NEW JERSEY",-74.0643065,40.3470543
4353,CERTIFIED,PHASE 3 COMMUNICATIONS INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,123198.4,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4354,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER - AD PLATFORM,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
4355,CERTIFIED,YUAN WEI INC,MARKETING MANAGERS,MARKETING MANAGER,Y,108492.8,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4356,CERTIFIED,OTTO TRADING INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,101795,2016,"SANTA ANA, CALIFORNIA",-117.8678338,33.7455731
4357,CERTIFIED,"ASTELLAS PHARMA US, INC.",MARKETING MANAGERS,"COMMERCIAL DIRECTOR, INTERNATIONAL BUSINESS",Y,150259,2016,"NORTHBROOK, ILLINOIS",-87.8289548,42.1275267
4358,CERTIFIED,"ADDFORCE, INC.",MARKETING MANAGERS,PROJECT DIRECTOR,Y,101795.2,2016,"CONCORD, CALIFORNIA",-122.0310733,37.9779776
4359,CERTIFIED,ESSENCE DIGITAL INC,MARKETING MANAGERS,"ASSOCIATE DIRECTOR, PAID SOCIAL",Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4360,CERTIFIED,W&K TRADING COMPANY,MARKETING MANAGERS,BUSINESS MANAGER,Y,77937.6,2016,"DANTE, VIRGINIA",NA,NA
4361,CERTIFIED,VIACOM INTERNATIONAL INC.,MARKETING MANAGERS,"DIRECTOR, CROSS PLANFORM VIDEO YIELD & STRATEGY",Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4362,CERTIFIED,"APPEX NETWORKS, CORPORATION",MARKETING MANAGERS,MARKETING MANAGER,Y,123198,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
4363,CERTIFIED,CATERPILLAR INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,85675,2016,"PEORIA, ILLINOIS",-89.5889864,40.6936488
4364,CERTIFIED,PATCH OF LAND INC.,MARKETING MANAGERS,CHIEF MARKETING OFFICER,Y,112278,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4365,DENIED,"AURORA NETWORKS, INC.",MARKETING MANAGERS,NODE PRODUCT MANAGER,Y,140332,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4366,CERTIFIED,CAMERON INTERNATIONAL CORPORATION,MARKETING MANAGERS,PRICING STRATEGY MANAGER,Y,89336,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
4367,CERTIFIED,"AVIATOR'S AIR CLUB, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016,"LA VERNE, CALIFORNIA",-117.7678355,34.1008426
4368,CERTIFIED,SABRA DIPPING COMPANY LLC,MARKETING MANAGERS,BRAND MANAGER,Y,109100,2016,"WHITE PLAINS, NEW YORK",-73.7629097,41.0339862
4369,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,87972,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
4370,CERTIFIED,"PLUG & PLAY, LLC.",MARKETING MANAGERS,MARKETING MANAGER,Y,121900,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
4371,CERTIFIED,HYDROTECH OF TEXAS,MARKETING MANAGERS,MARKETING MANAGER,N,65478,2016,"ARLINGTON, TEXAS",-97.1080656,32.735687
4372,CERTIFIED,"SAMSUNG ELECTRONICS AMERICA, INC.",MARKETING MANAGERS,PROGRAM MANAGER,Y,108493,2016,"RIDGEFIELD PARK, NEW JERSEY",-74.0215285,40.8570442
4373,CERTIFIED,NOMADUS INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,76045,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
4374,CERTIFIED,IDYLLIC,MARKETING MANAGERS,MARKETING BUSINESS ANALYST,Y,81078,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
4375,CERTIFIED,GC AMERICA INC.,MARKETING MANAGERS,PRODUCT MANAGER,N,69618,2016,"ALSIP, ILLINOIS",NA,NA
4376,CERTIFIED,"WILHELMSEN SHIPS SERVICE, INC.",MARKETING MANAGERS,SALES DIRECTOR REGION AMERICAS,Y,152090,2016,"PASADENA, TEXAS",-95.2091006,29.6910625
4377,WITHDRAWN,"CARPET PALACE BETHESDA, INC.",MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,89190,2016,"BETHESDA, MARYLAND",-77.0947092,38.984652
4378,CERTIFIED,MIRUM INC.,MARKETING MANAGERS,ASSOCIATE DESIGN DIRECTOR,Y,83408,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
4379,CERTIFIED,"HELLO DOCTOR, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,123198.4,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
4380,CERTIFIED,"ZANSORS, LLC.",MARKETING MANAGERS,MARKETING MANAGER,Y,92955.2,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
4381,CERTIFIED,"REAL ESTATE TRANSACTIONS, INC",MARKETING MANAGERS,MARKETING MANAGER / INTERNATIONAL SALES,Y,81890,2016,"SURFSIDE, FLORIDA",NA,NA
4382,CERTIFIED,HTS SERVICES INC,MARKETING MANAGERS,MARKETING MANAGER,Y,89336,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
4383,CERTIFIED,"VITA-RITE, LLC.",MARKETING MANAGERS,MARKETING MANAGER,N,61963,2016,"AVON, NEW YORK",NA,NA
4384,CERTIFIED,"SIZMEK TECHNOLOGIES, INC.",MARKETING MANAGERS,"REGIONAL VICE PRESIDENT, SALES",Y,143458,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4385,CERTIFIED,"ACCEDO BROADBAND NORTH AMERICA, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4386,CERTIFIED,GURNEY'S INN RESORT & SPA,MARKETING MANAGERS,CLIENT RELATIONS MANAGER,Y,128045,2016,"MONTAUK, NEW YORK",NA,NA
4387,DENIED,"UNIVOX GROUP, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,84302.4,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
4388,CERTIFIED,"OLSON + CO., INC.",MARKETING MANAGERS,EXECUTIVE VICE PRESIDENT & GROUP LEADER,Y,215405,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4389,CERTIFIED,IB SYSTEMS INC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,73154,2016,"NOVI, MICHIGAN",-83.4754913,42.48059
4390,CERTIFIED,COMMONWEALTH OPPORTUNITY CAPITAL GP LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,143458,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4391,CERTIFIED,NATIONAL INSTRUMENTS CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,80371,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
4392,WITHDRAWN,"ADEQUALITY, INC.",MARKETING MANAGERS,VP MARKETING,Y,123198,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
4393,CERTIFIED,EVER CURIOUS CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,187907,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
4394,DENIED,"ACX PACIFIC NORTHWEST, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,72000,2016,"WILMINGTON, CALIFORNIA",-118.2643567,33.7857948
4395,CERTIFIED,"SWING STAGING, LLC",MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"LONG ISLAND CITY, NEW YORK",-73.9485424,40.744679
4396,CERTIFIED-WITHDRAWN,"MEDTRONIC, INC.",MARKETING MANAGERS,SR. MARKETING PROGRAM MANAGER,Y,135283,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4397,CERTIFIED,GIDDY INC,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4398,CERTIFIED,"PROFESSIONAL GOLFBALL SERVICES, LTD.",MARKETING MANAGERS,VICE PRESIDENT OF  MARKETING,Y,120723,2016,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
4399,CERTIFIED,AMAZON CORPORATE LLC,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,115565,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
4400,CERTIFIED,THE LUBRIZOL CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER - DRIVELINE,N,69867,2016,"WICKLIFFE, OHIO",-81.4534492,41.6053266
4401,CERTIFIED,CELGENE CORPORATION,MARKETING MANAGERS,"ACCESS & PRICING ASSOCIATE MANAGER, LATIN AMERICA",Y,76100,2016,"SUMMIT, NEW JERSEY",-74.3646122,40.7146376
4402,DENIED,DODO PIZZA USA RETAIL INC.,MARKETING MANAGERS,MARKETING MANAGER,N,50690,2016,"OXFORD, MISSISSIPPI",-89.5192484,34.3664951
4403,CERTIFIED,"AMES IT AND NUMERIC SOLUTIONS, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,46218,2016,"AMES, IOWA",-93.6319131,42.0307812
4404,CERTIFIED,"ADEQUALITY, INC.",MARKETING MANAGERS,VP MARKETING,Y,144893,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
4405,CERTIFIED,"ADEQUALITY, INC.",MARKETING MANAGERS,VP MARKETING,Y,144893,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
4406,CERTIFIED,SHRIMP IMPROVEMENT SYSTEMS LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,117541,2016,"ISLAMORADA, FLORIDA",NA,NA
4407,CERTIFIED,"ORNUA FOODS NORTH AMERICA, INC.",MARKETING MANAGERS,CATEGORY SALES MANAGER,Y,95245,2016,"SEATAC, WASHINGTON",NA,NA
4408,CERTIFIED,"LORIAN HOME SYSTEMS, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,83408,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
4409,CERTIFIED,"PREMIER ONCOLOGY CONSULTANTS, PA",MARKETING MANAGERS,MARKETING MANAGER,Y,89336,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
4410,CERTIFIED-WITHDRAWN,"DECI TECH CONSULTING, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,101795,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
4411,CERTIFIED,ARRUSS LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,80579.2,2016,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
4412,DENIED,JW BUSINESS ACQUISITIONS INC,MARKETING MANAGERS,ACCOUNT MANAGER,N,46800,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
4413,CERTIFIED,"PARLEY PRO, INC.",MARKETING MANAGERS,VP OF MARKETING,Y,110074,2016,"EMERALD HILLS, CALIFORNIA",NA,NA
4414,CERTIFIED,"QUANTUM SECURE, INC.",MARKETING MANAGER,PROJECT MANAGER,Y,123198,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4415,CERTIFIED,MELTWATER NEWS US1 INC.,MARKETING MANAGERS,"PRODUCT MANAGER, NEWSFEED",Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4416,DENIED,"AMERICAN PASSPORT & VISA INTERNATIONAL, INC.",MARKETING MANAGERS,MARKETING MANAGER - GLOBAL EMBASSY RELATIONS,Y,92955.2,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
4417,CERTIFIED,"RED HORSE, INC.",MARKETING MANAGERS,MARKETING DIRECTOR,Y,81078,2016,"MONTEREY PARK, CALIFORNIA",-118.1228476,34.0625106
4418,CERTIFIED,GRAMENER INC,MARKETING MANAGERS,MARKETING MANAGER,Y,83762,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
4419,CERTIFIED-WITHDRAWN,"SOUTHWESTERN - GREAT AMERICAN, INC.",MARKETING MANAGERS,MARKET ANALYSIS MANAGER,Y,74298,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
4420,CERTIFIED,"LENOVO (UNITED STATES), INC.",MARKETING MANAGERS,DESKTOP WEB SALES MANAGER,Y,87277,2016,"MORRISVILLE, NORTH CAROLINA",-78.8255621,35.823483
4421,CERTIFIED,SHALBAF LLC,MARKETING MANAGERS,BUSINESS BRAND MANAGER,Y,81890,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4422,CERTIFIED,"SPEARMAN CLUBS, INC.",MARKETING MANAGERS,DIRECTOR OF BUSINESS EXPANSION,Y,76044.8,2016,"LAGUNA NIGUEL, CALIFORNIA",-117.7075526,33.5225261
4423,CERTIFIED,ZETA INTERACTIVE,MARKETING MANAGERS,VP OF PRODUCT MANAGEMENT,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4424,CERTIFIED-WITHDRAWN,BIOLUMINA GROUP LLC,MARKETING MANAGERS,GROUP ACCOUNT SUPERVISOR,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4425,DENIED,"VSA DESIGNS, INC.",MARKETING MANAGERS,FASHION MARKETING MANAGER,Y,81078.4,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4426,DENIED,"GREAT AMERICAN POWER, LLC",MARKETING MANAGERS,CHIEF MARKETING OFFICER,Y,109512,2016,"KENNESAW, GEORGIA",-84.6154897,34.0234337
4427,CERTIFIED,DIRECTV LATIN AMERICA LLC,MARKETING MANAGERS,"MANAGER, MARKETING",Y,105600,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4428,CERTIFIED,"THE GLOBAL EDGE CONSULTANTS, LLC",MARKETING MANAGERS,NORTH AMERICA BUSINESS MANAGER,Y,120723,2016,"THE WOODLANDS, TEXAS",-95.4612625,30.1658207
4429,CERTIFIED,CRANE CO.,MARKETING MANAGERS,BUSINESS LINE MANAGER,Y,82430,2016,"KENNESAW, GEORGIA",-84.6154897,34.0234337
4430,CERTIFIED,M+D PROPERTIES,MARKETING MANAGERS,MARKETING MANAGER,Y,76045,2016,"BUENA PARK, CALIFORNIA",-117.9981181,33.8675143
4431,CERTIFIED,CPCS TRANSCOM INC.,MARKETING MANAGERS,INTERNATIONAL PRINCIPAL CONSULTANT,Y,124197,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
4432,DENIED,CKA HOSPITALITY GROUP,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016,"HAWTHORNE, CALIFORNIA",-118.3525748,33.9164032
4433,CERTIFIED,"TGC, LLC",MARKETING MANAGERS,"SENIOR VICE PRESIDENT, PROGRAMMING",Y,140691.2,2016,"ORLANDO, FLORIDA",-81.3792365,28.5383355
4434,CERTIFIED,MIRRIAD,MARKETING MANAGERS,"DIRECTOR, CONTENT PARTNERSHIPS",Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4435,CERTIFIED,GOOGLE INC.,MARKETING MANAGERS,SALES STRATEGY SENIOR ASSOCIATE,Y,133544,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
4436,CERTIFIED,"GLATT AIR TECHNIQUES, INC.",MARKETING MANAGERS,MARKET MANAGER,Y,108493,2016,"RAMSEY, NEW JERSEY",-74.1409771,41.0573188
4437,DENIED,EXPLORE TRADING CAPITAL INC,MARKETING MANAGERS,ACCOUNT EXECUTIVE,N,29999,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4438,CERTIFIED,"RED 5 STUDIOS, INC.",MARKETING MANAGERS,ASSOCIATE DIRECTOR - MARKETING,Y,106226,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
4439,CERTIFIED,INVISTA S.À R.L.,MARKETING MANAGERS,STRATEGIC MARKETING MANAGER,Y,75733,2016,"WICHITA, KANSAS",-97.330053,37.6871761
4440,CERTIFIED,"HCL GLOBAL SYSTEMS, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,82340,2016,"JOHNS CREEK, GEORGIA",-84.198579,34.0289259
4441,CERTIFIED,YING DYNASTY,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,83345.6,2016,"SOUTH DARTMOUTH, MASSACHUSETTS",NA,NA
4442,CERTIFIED,"TREVO, LLC",MARKETING MANAGERS,INTERNATIONAL MARKETING MANAGER,N,50398,2016,"OKLAHOMA CITY, OKLAHOMA",-97.5164276,35.4675602
4443,CERTIFIED,"COAST, INC.",MARKETING MANAGERS,MARKETING MANAGER,N,69617.6,2016,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
4444,CERTIFIED,"QUANTUM SECURE, INC.",MARKETING MANAGER,PROJECT MANAGER,Y,123198,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
4445,CERTIFIED,DIGILANT,MARKETING MANAGERS,MARKET DEVELOPMENT MANAGER,N,53300,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
4446,CERTIFIED,SHRIMP IMPROVEMENT SYSTEMS LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,117541,2016,"ISLAMORADA, FLORIDA",NA,NA
4447,CERTIFIED,NAZTEC® INTERNATIONAL GROUP LLC,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,70033.6,2016,"WEST PALM BEACH, FLORIDA",-80.0533746,26.7153424
4448,CERTIFIED,SAKS & COMPANY LLC,MARKETING MANAGERS,"DIRECTOR, MERCHANDISING INITIATIVES",Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4449,CERTIFIED,"RETAIL REALM DISTRIBUTION, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,88358,2016,"NAPA, CALIFORNIA",-122.286865,38.2975381
4450,CERTIFIED,KAJOL CORPORATION,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,81078,2016,"ARTESIA, CALIFORNIA",-118.0831212,33.8658484
4451,CERTIFIED,PYRO ART SOLUTIONS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,101462.4,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
4452,CERTIFIED,RELEVANT TECHNOLOGIES CORPORATION,MARKETING MANAGERS,"VICE PRESIDENT, EUROPE, AFRICA, AND MIDDLE EAST",Y,94162,2016,"RICHARDSON, TEXAS",-96.7298519,32.9483335
4453,CERTIFIED,"DOUGLAS ELLIMAN, LLC",MARKETING MANAGERS,SVP NEW DEVELOPMENT MARKETING,Y,179774,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4454,CERTIFIED,"ADDFORCE, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016,"CONCORD, CALIFORNIA",-122.0310733,37.9779776
4455,CERTIFIED,"SQUARE, INC.",MARKETING MANAGERS,HEAD OF NEW MARKETS,Y,179733,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4456,CERTIFIED,"ADDFORCE, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016,"CONCORD, CALIFORNIA",-122.0310733,37.9779776
4457,CERTIFIED,"JW BUSINESS ACQUISITIONS, INC.",MARKETING MANAGERS,ACCOUNT MANAGER,Y,82430.4,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
4458,CERTIFIED,INNOMINDS SOFTWARE INC.,MARKETING MANAGERS,MANAGER BUSINESS DEVELOPMENT,Y,94162,2016,"COPPELL, TEXAS",-97.0150078,32.9545687
4459,DENIED,DATAFI LLC,MARKETING MANAGERS,PRODUCT AND MARKETING STRATEGIST,Y,74298,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
4460,CERTIFIED,BRIGHTSTAR CORP.,MARKETING MANAGERS,MARKETING COMMUNICATION SPECIALIST,N,55182,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4461,CERTIFIED,ACCENTURE LLP,MARKETING MANAGERS,"MANAGING DIRECTOR, ACCENTURE STRATEGY",Y,174658,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
4462,CERTIFIED,FIDELITY BROKERAGE SERVICES LLC,MARKETING MANAGERS,"DIRECTOR, PRODUCT INSIGHTS AND ANALYTICS",Y,107000,2016,"SMITHFIELD, RHODE ISLAND",-71.5495101,41.9220496
4463,CERTIFIED,"ZILIAK LAW, LLC",MARKETING MANAGERS,MARKETING ASSOCIATE,N,69617.6,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
4464,CERTIFIED,SOFTMARKETING CORPORATION,MARKETING MANAGERS,MARKETING MANAGER,N,55182,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4465,CERTIFIED,"IPSOS-INSIGHT, LLC",MARKETING MANAGERS,"DIRECTOR, MARKET RESEARCH",Y,123386,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
4466,CERTIFIED,"AKORN, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,85363,2016,"LAKE FOREST, ILLINOIS",-87.840625,42.2586342
4467,CERTIFIED,"SOUNDCLOUD, INC.",MARKETING MANAGERS,"DIR. BUSINESS DEVELOPMENT, PLATFORMS",Y,179733,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4468,CERTIFIED,"AUTO CLUB SERVICES, LLC",MARKETING MANAGERS,"VICE PRESIDENT, INTERNATIONAL BUSINESS DEVELOPMENT",Y,174658,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
4469,WITHDRAWN,USA DRY PEA & LENTIL COUNCIL,MARKETING MANAGERS,ASSISTANT MARKETING MANAGER,N,46987,2016,"MOSCOW, IDAHO",-117.0001651,46.7323875
4470,CERTIFIED,AREA 1 SECURITY,MARKETING MANAGERS,DIRECTOR OF SECURITY PARTNERSHIPS,Y,110074,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
4471,CERTIFIED,"PETROLA ALENCAR, LLC",MARKETING MANAGERS,MARKETING MANAGER,N,58843.2,2016,"CELEBRATION, FLORIDA",-81.5331286,28.3252878
4472,CERTIFIED,"PRIYA STAR, INC.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,46342,2016,"LAKE LEELANAU, MICHIGAN",NA,NA
4473,CERTIFIED,"LAMEX AGRIFOODS, INC.",MARKETING MANAGERS,MARKETING MANAGERS,Y,81890,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4474,CERTIFIED,BOLDRADIUS SOLUTIONS (US) CORP.,MARKETING MANAGERS,"VICE PRESIDENT, BUSINESS",Y,144893,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4475,CERTIFIED,NLIFE CONSULTING CORP,MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,55182.4,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4476,CERTIFIED,BARASCH MEDIA INC.,MARKETING MANAGERS,"BUSINESS DEVELOPMENT MANAGER, CHINA",Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4477,WITHDRAWN,"KIMBERLY-CLARK GLOBAL SALES, LLC",MARKETING MANAGERS,ASSOCIATE BRAND MANAGER,N,63398,2016,"IRVING, TEXAS",-96.9488945,32.8140177
4478,CERTIFIED,GP TECHNOLOGIES LLC,MARKETING MANAGERS,MARKETING MANAGER,N,68328,2016,"COLUMBIA, SOUTH CAROLINA",-81.0348144,34.0007104
4479,CERTIFIED,"MEDTRONIC, INC.",MARKETING MANAGERS,PRINCIPAL MARKET DEVELOPMENT SPECIALIST,Y,112278,2016,"NORTHRIDGE, CALIFORNIA",-118.530123,34.2381251
4480,CERTIFIED,"ZENDESK, INC.",MARKETING MANAGERS,DIRECTOR OF PRODUCT MANAGEMENT,Y,179733,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4481,CERTIFIED,"D.P. JEWELRY WHOLESALE, INC",MARKETING MANAGERS,VP BUSINESS DEVELOPMENT & STRATEGIC PLANNIN,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
4482,CERTIFIED,INTUIT INC.,MARKETING MANAGERS,PRODUCT MANAGER,Y,121921,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
4483,CERTIFIED,AMERICAN PROGRAMMING COMPANY LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,101795.2,2016,"WALNUT CREEK, CALIFORNIA",-122.0651819,37.9100783
4484,WITHDRAWN,EVER CURIOUS CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,187907,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
4485,CERTIFIED,"DROPBOX, INC.",MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
4486,CERTIFIED,DODO PIZZA USA RETAIL INC.,MARKETING MANAGERS,MARKETING MANAGER,N,50690,2016,"OXFORD, MISSISSIPPI",-89.5192484,34.3664951
4487,CERTIFIED,CELGENE CORPORATION,MARKETING MANAGERS,"DIRECTOR, GLOBAL MARKETING",Y,168900,2016,"SUMMIT, NEW JERSEY",-74.3646122,40.7146376
4488,CERTIFIED,"ARCE IMMIGRATION LAW, P.A.",MARKETING MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,55182.4,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
4489,CERTIFIED,GOLDEN TRAVEL PEERS (USA) INC,MARKETING MANAGERS,MARKETING MANAGERS,Y,108492.8,2016,"BAYSIDE, NEW YORK",-73.7654367,40.7585569
